"Time"	"Austria"	"Belgium"	"Denmark"	"Finland"	"France"	"Germany"	"Greece"	"Ireland"	"Italy"	"Luxembourg"	"Netherlands"	"Portugal"	"Spain"	"Sweden"	"UK"	"EU"
08/10/02	142.85	132.25	113.47	141.26	127.5	138.15	165.77	129.54	176.21	147.45	110.34	155.94	148.78	129.34	144.68	136.72
08/17/02	141.35	131.8	109.46	141.02	120.8	139.19	166.12	127	181	146.3	118.84	150.88	142.3	128.82	140.93	135.18
08/24/02	144	136.9	109.48	140.99	124.4	142.2	166.31	126.9	181.37	150.15	120.83	147.06	138.54	129.48	139.69	136
08/31/02	146.65	142	109.49	140.96	128	145.2	166.49	126.81	181.74	154	122.82	143.25	134.77	130.14	138.44	136.82
09/07/02	146.75	140.4	112.44	141.1	134.2	145.05	164.74	124.9	184.57	153.9	121.84	140.25	132.62	128.7	139.71	137.41
09/14/02	146.21	138.8	112.44	140.19	135.8	144.7	164.17	124.93	184.29	153.4	119.84	140.25	131.71	133.76	140.85	137.17
09/21/02	142.46	136.6	114.97	141.03	137.6	141.03	164.17	125.11	183.14	152	122.84	136.25	128.56	135.16	141.49	136.24
09/28/02	137.85	132.9	114.97	138.84	136.8	134.46	163.99	124.54	177.86	151.2	121.84	133.38	124.57	135.55	141.5	133.1
10/05/02	133.23	129.3	114.97	138.7	129.2	131.39	163.34	124.64	174.57	141.3	114.84	126	118.76	121.95	142.06	128.81
10/12/02	133.52	129.6	114.97	137.79	123.4	133.04	162.78	124.69	179.29	141.9	115.84	123	117.96	134	141.86	128.84
10/19/02	133.98	132.6	117.5	138.41	121.6	135.76	160.74	124.72	184.29	145.9	117.84	123.13	117.97	134.54	142.13	130.14
10/26/02	135.15	132	120.18	136.58	123.4	135.76	157.49	124.72	184.57	146.8	118.84	122	116.52	134.17	142.21	130.46
11/02/02	129.89	124.1	120.16	135.86	123.6	128.97	158.79	124.75	183.71	142.5	110.84	122	116.54	134.58	142.64	127.67
11/09/02	126.09	120.8	120.17	135.76	123.2	128.64	158.6	124.7	182.29	136.9	108.84	122	117.41	136.53	141.76	127.12
11/16/02	126.54	120.8	117.54	135.03	123.2	131.25	158.04	124.54	178.97	139.4	108.84	122	116.64	136.95	143.68	127.12
11/23/02	128.15	123.6	117.55	136.3	123.4	131.21	156.74	124.61	178.44	140.9	108.84	122	117.61	137.56	143.61	127.5
11/30/02	126.42	121.8	117.55	134.83	123	127.73	156.65	124.67	178.44	140.1	106.84	125.38	119.36	137.39	144.35	126.79
12/07/02	123.27	117	114.46	135.5	123.2	124.62	156.83	124.86	175.15	138.9	103.84	125.38	119.27	136	144.67	124.95
12/14/02	120.09	117	114.46	136.29	123.2	124.42	159.62	124.8	169.71	131.9	103.84	126	121.75	135.72	143.95	124.92
12/21/02	120.09	117	114.46	136.29	123.2	124.42	159.62	124.8	169.71	131.9	103.84	126	121.75	135.72	143.95	124.92
12/28/02	120.09	117	114.46	136.29	123.2	124.42	159.62	124.8	169.71	131.9	103.84	126	121.75	135.72	143.95	124.92
01/04/03	119.97	116.4	111.6	131.65	123.2	124.5	160.18	124.24	168.89	132.1	103.84	128	122.45	125.98	141.8	124
01/11/03	119.97	116.9	111.59	131.97	122.8	124.99	158.14	123.71	168.99	132.8	105.84	127.38	121.49	126.77	142.98	124.53
01/18/03	119.59	117.6	111.55	132.2	119.8	123.89	155.56	123.38	169.33	131.4	103.84	125.5	119.69	126.29	144.42	123.43
01/25/03	119.88	113.6	111.49	130.35	119.4	123.21	161.7	123.71	167.45	129.4	103.84	125.5	119.86	125.34	148.54	123.13
02/01/03	120.01	115.6	111.48	129.94	119.4	125.17	152.38	124.38	158.73	128.2	103.84	126.75	121.63	125.63	151.46	123.49
02/08/03	124.84	117.8	111.51	129.42	119.4	130.01	148.11	124.36	154.93	128.7	105.84	127.5	124.9	126.05	151.33	125.31
02/15/03	130.02	124.6	111.54	129.53	119.6	134.93	147.74	124.5	151.84	133.9	119.01	131.88	129.13	127.25	148.84	128.74
02/22/03	132.11	124.6	111.69	128.69	120.2	134.97	144.21	124.36	151.13	136.8	126.01	134.88	133.29	127.38	149.95	130.38
03/01/03	131.33	122	111.73	128.03	120	131.26	145.51	124.29	151.98	137.2	121.51	135.75	135.16	127.32	150.86	129.46
03/08/03	127.17	120.2	111.75	129.34	121	127.29	144.95	124.5	151.49	132.6	117.01	136.38	134.76	126.49	156.64	128.27
03/15/03	126.36	119.1	111.75	126.37	121	124.22	140.68	124.34	149.42	129.1	116.01	136.38	134.76	129.96	159.36	127.36
03/22/03	121.6	115.4	111.73	126.89	122	120.53	140.68	124.24	147.4	126.6	111.51	133.25	130.16	122.22	162.15	124.91
03/29/03	120.75	115.9	111.76	126.89	121	121.45	140.49	124.29	143.83	125.8	108.01	127.88	127.75	121.63	161.99	123.82
04/05/03	121.76	115.9	111.76	123.91	119	122.94	129.91	124.54	144.63	127.1	111.01	127.88	127.71	121.54	157.04	123.9
04/12/03	121.76	115.9	111.76	123.91	119	122.94	129.91	124.54	144.63	127.1	111.01	127.88	127.71	121.54	157.04	123.9
04/19/03	121.15	118.1	111.78	124.93	115	125.44	126.66	124.61	142.72	127.7	108.01	127.88	126.69	122.72	153.41	123.26
04/26/03	126.75	121.1	111.79	124.95	115	131.8	125.26	124.95	143.21	127.7	115.01	127.88	126.7	122.78	152.31	125.61
05/03/03	130.24	123.7	111.79	125.03	115	134.12	128.7	124.74	142.58	139.1	119.51	131.13	127.25	122.8	154.93	127.02
05/10/03	128.44	123.6	111.78	123.02	115	128.3	128.14	124.8	140.34	137.6	114.01	132.13	128.84	122.86	152.62	125.25
05/17/03	121.8	115.1	107.76	121.79	115	120.09	133.53	120.97	137.39	128.8	106.01	131.63	127.49	122.14	151.87	121.11
05/24/03	116.01	113.4	99.67	121.74	119	119.64	133.81	120.44	134.93	121.2	106.01	131.63	125.38	124.68	153.25	119.92
05/31/03	117.34	113.9	104.93	121.52	119	122.74	134.55	120.98	134.06	122.7	100.01	131.5	125.43	124.56	152.78	120.57
06/07/03	124.69	120	102.23	120.18	120	128.03	132.32	119.8	132.78	128	112.01	134.38	128.59	117.6	153.2	123.65
06/14/03	126.83	121	102.23	120.74	120	130.06	134.18	119.18	132.15	134.4	115.51	136.5	132	120.24	157.07	125.42
06/21/03	130.91	121.7	104.92	120.03	119	131.24	132.69	119.33	132.15	133.2	117.51	140.5	135.43	118.26	158.76	126.94
06/28/03	131.1	121.2	104.9	120.08	120	131.04	134.09	118.94	133.3	135.1	118.51	145.25	139.88	119.85	158.05	128.12
07/05/03	131.98	120.7	104.83	119.65	120	131.93	140.96	118.98	139.09	133.7	121.51	150.25	144.37	119.24	155.32	129.81
07/12/03	134.14	122	104.77	119.3	127	133.45	145.79	118.94	150.63	134.2	116.46	156.31	146.31	119.62	151	131.87
07/19/03	134.21	121.6	104.79	118.88	134	132.57	140.96	117.29	166.32	134.1	116.45	157	150.49	119.31	145.97	134.24
07/26/03	133.04	122.6	104.8	118.76	138	130.83	153.03	116.63	175.53	134.6	116.45	159.13	151.39	118.52	141.8	135.16
08/02/03	131.79	121.4	104.83	119.38	140	128.81	153.59	116.68	173.11	132.6	114.45	158.25	151.07	119.08	141.33	134.44
08/09/03	133.58	123.5	101.57	119.6	134	131.41	154.89	116.29	167.36	129.5	111.45	158.38	150.4	116.3	139.74	133.12
08/16/03	136.49	127.8	101.58	119.92	132	136.89	153.96	116.96	167.18	129.5	117.45	157.5	149.34	116.08	138.83	134.65
08/23/03	140.06	131.3	101.58	120.53	130	139.33	154.14	116.61	169.5	129.5	123.45	155.75	146.7	116.04	139.52	135.43
08/30/03	142.46	133.4	104.31	118.66	135	140.87	154.7	116.96	175.51	139.4	123.45	150.5	142.38	116.02	140.16	136.41
09/06/03	147.45	"NA"	104.36	118.24	143	145.63	157.86	116.82	184.03	144.9	130.45	144.63	138.88	119.47	140.03	139.15
09/13/03	151.39	142.5	108.5	117.68	147	149.97	157.86	120.03	189.83	148.2	132.95	143.88	137.68	121.77	138.7	142.07
09/20/03	154.51	144.8	115.37	117.37	147	151.9	164.54	122.93	191.48	151.3	139.45	140.88	135.54	125.64	140.64	143.95
09/27/03	153	143.3	118.07	117.23	141	146.91	164.45	126.23	191.59	152.9	137.95	140.75	134.51	129.14	143.1	142.14
10/04/03	143.57	137.7	118.08	117.6	133	138.13	167.61	125.88	188.02	152.9	127.95	134.63	129.11	129.08	143.38	136.38
10/11/03	133.59	129.4	118.05	118.98	125	130.49	164.08	125.93	180.29	133.6	120.95	128.75	123.91	129.11	144.27	130.69
10/18/03	122.91	122.2	113.88	119.67	118	126.64	162.78	125.89	175.2	133.6	116.5	122.5	117.58	129.65	147.26	125.89
10/25/03	123.26	121.1	113.85	119.98	116	127.45	160.09	126.17	172.47	133.6	116.95	112.63	110.91	128.03	150.6	124.24
11/01/03	124.4	121.7	113.83	120.12	116	127.64	156	126.54	172.56	133.6	116.95	113.38	113.38	128.17	153.06	124.87
11/08/03	123.47	120.8	113.79	120.31	119	126.73	152.75	126.1	172.28	126.9	114.95	115	113.86	125.37	155.17	124.96
11/15/03	121.33	119.3	113.76	120.48	119	124.95	152.01	126.29	166.81	126.8	112.95	116.88	114.62	126.67	154.25	124
11/22/03	120.86	116.4	113.74	121.15	119	122.36	150.52	130.98	161.59	126.1	109.95	118.38	116.69	126.32	151.68	123.02
11/29/03	116.66	113.9	113.73	121.82	117	118.79	150.52	130.66	156.5	120.5	105.95	118.13	117.6	127.04	152.13	121.15
12/06/03	115.13	109.1	111.01	122.74	115	113.66	149.59	130.71	152.57	117.1	101.5	118.13	115.44	126.36	149.17	117.95
12/13/03	106.49	103.5	106.85	121.73	110	111.06	151.26	127.6	147.66	112	95.95	115	113.11	128.44	146.72	114.28
12/20/03	106.17	102.2	104.14	120.6	105	111.08	152.47	126.8	144.27	108.3	95.95	112.88	112.07	122.25	145.02	112.6
12/27/03	106.75	102.2	99.97	122.19	105	110.83	152.29	126.8	144.19	108.1	97	112.63	112.04	115.55	144.36	112.08
01/03/04	106.75	102.2	99.94	122.77	104	112.33	150.52	124.5	144.05	109.4	100.92	112.75	111.76	115.83	143.27	112.5
01/10/04	108.96	106.3	99.9	119.64	105	115.9	147.74	122.29	144.14	111	104.92	112.38	111.47	115.67	143.82	113.91
01/17/04	116.78	109.3	102.71	118.51	106	118.69	149.31	122.8	143.85	116	110.25	115.75	113.54	114.38	144.63	116.78
01/24/04	116.51	109.9	102.71	118.12	107	118.4	147.92	122.96	142.65	116.2	110.92	117.38	114.65	114.58	144.8	116.57
01/31/04	117.76	110.1	102.7	119.23	107	119.83	146.81	123.49	139.68	117.5	110.58	117.38	116.75	114.06	145.43	117.1
02/07/04	123.74	112.5	102.67	118.51	111	125.41	145.88	123.3	139.18	120	115.81	122.13	121.86	113.75	146.78	120.64
02/14/04	130.7	119.7	102.67	118.76	116	131.27	144.39	127.66	136.95	127.1	121.81	127.25	127.38	113.91	147.93	124.76
02/21/04	130.87	121.7	108.17	118.7	122	132.3	144.76	"NA"	136.14	133.7	121.68	132.63	132.2	113.4	"NA"	126.42
02/28/04	131.84	123.2	110.85	119.09	127	135.79	143.28	132.43	135.31	134.1	122.68	137.38	137.99	116.78	152.62	130.71
03/06/04	139	129.3	113.53	120.03	133	141.19	141.98	136.2	135.15	140	131.68	144.88	143.11	116.7	155.17	135.54
03/13/04	139.26	130.3	117.69	119.99	134	141.57	142.39	134.6	135.94	141.7	129.01	145.25	144.07	121.98	155.5	136.33
03/20/04	120.62	130.2	120.42	145.13	133	142.45	140.68	134.69	137.1	141.7	129.68	145.83	143.83	121.16	156.6	139.29
03/27/04	139.13	132.5	120.45	123.38	131	142.98	139.75	135.09	137.93	141.9	128.01	145.13	143.93	124.71	160.14	136.98
04/03/04	136.72	130.9	120.46	123.21	127.5	139.62	138.82	135.55	137.95	142.5	124.66	141.51	141.74	125.36	161.95	134.96
04/10/04	134.3	129.3	120.47	123.03	124	136.26	137.89	136	137.96	143.1	121.3	137.88	139.55	126.01	163.75	132.94
04/17/04	131.04	127	120.48	123.83	121	136.52	137.89	132.05	137.23	136.6	119.3	134	138.69	126.18	163.45	131.86
04/24/04	130.34	127.3	120.52	124.11	120	135.68	138.26	132.16	137.23	138.5	120.63	134	138.83	126.45	162.11	131.66
05/01/04	127.06	123.7	115.16	124.24	120	131.48	138.82	132.17	128.33	131.9	121.44	138	140.68	124.16	160.87	127.92
05/08/04	127.06	123.7	115.16	124.24	120	131.48	138.82	132.17	128.33	131.9	121.44	138	140.68	124.16	160.87	127.92
05/15/04	124.88	122.5	115.17	125.04	120	130.16	137.26	132.33	126.29	131.1	119.44	140	142.49	123.74	162.06	127.81
05/22/04	125.95	122.6	115.18	124.42	122	131.43	136.18	128.8	128.06	129.8	119.77	141	144.55	124.17	160.74	128.88
05/29/04	133.42	129.4	115.19	126.47	126	136.97	137.04	128.8	137.61	135.9	125.44	146	149.52	124.51	162.4	132.7
06/05/04	140.49	137.6	117.93	125.96	133	142.81	138.67	128.83	145.16	142.9	133.44	156	155.74	124.49	162.58	137.76
06/12/04	146.55	142.7	122.12	126.05	140	146.94	153.62	128.75	156.35	149.4	139.44	160	160.66	126.99	161.29	142.97
06/19/04	152.14	146	122.15	127.2	148	151.1	156.33	131.6	165.05	151.6	140.53	166	164.73	126.28	162.94	147.57
06/26/04	153.53	146.6	124.85	126.5	151	153.84	160.66	132.21	163.71	153.7	142.53	170	166.67	129.65	161.85	150.45
07/03/04	153.91	147	127.54	126.03	150	153.76	161.96	137.63	158.04	155.8	136.55	170	167.52	129.21	160.49	151.06
07/10/04	152.22	145.5	127.5	126.27	146	155	163.48	138.05	156.1	155.6	139.94	170	167.15	128.94	160.27	150.39
07/17/04	153.69	147.71	127.5	127.4	141	157.9	166.83	137.65	153.03	160.5	142.69	168	165.16	128.71	160.86	149.5
07/24/04	159.77	148.6	130.31	127.4	140	158.55	173.06	137.86	159.21	162.8	140.02	162	159.94	131.39	160.13	149.92
07/31/04	159.77	148.8	130.31	127.4	140	158.55	173.06	137.86	159.21	162.8	140.02	162	159.94	131.39	160.13	149.92
08/07/04	157.23	144.7	130.32	128.07	136	157.54	177.02	137.82	163.99	159.3	137.21	148	150.26	131.42	160.53	147.77
08/14/04	159.23	143.6	127.48	129.62	136	158.4	177.67	136.68	164.43	159.3	139.83	147	144.93	131.73	155.75	146.79
08/21/04	160.26	145.5	127.47	130.98	135	160.38	177.13	136.48	166.91	159.3	142.76	147	140.06	131.37	151.5	146.41
08/28/04	163.02	148.5	127.47	131.33	136	162.4	178	136.51	174.56	162.9	142.72	147	143.27	134.91	151.03	148.35
09/04/04	163.19	150	130.29	130.82	140	163.59	178.6	136.08	180.65	164	144.7	148	144.87	135.06	144.2	150.23
09/11/04	163.6	150	130.3	131.85	144	164.44	178.64	136.15	182.43	166.6	144.68	151	146	138.32	142.03	151.48
09/18/04	166.23	152.9	130.28	133.45	145	166.53	178.21	135.92	182.34	166.8	148.3	148	143.93	138.35	141.59	152.48
09/25/04	165.42	152.8	132.96	133.28	145	164.87	178.21	136.25	179.86	166.2	147.87	148	141.94	138.93	141.7	152.58
10/02/04	159.68	149.1	132.92	135.82	143	159.48	178.21	135.52	175.93	163.4	142.89	144	138.34	141.41	141.55	149.79
10/09/04	146.46	136.6	125.96	135.97	135	148.27	174.96	135.8	172.26	150.9	129.62	132	126.84	141.44	140.96	141.21
10/16/04	151.32	142.6	128.6	135.37	138	153.44	174.96	135.89	173.35	155.6	135.27	138	132.14	141.81	141.05	145.18
10/23/04	146.39	136.5	123.17	135.48	133	149.59	171.49	135.85	173.63	149.5	129.81	127	123.13	140.93	141.13	140.23
10/30/04	145.26	138.5	123.21	135.96	133	151.11	171.28	135.71	175.35	151.6	129.77	127	122.83	141.58	140.41	140.31
11/06/04	146.15	138.6	126.06	135.96	133	150.89	169.28	135.67	177.62	151.6	129.9	127	122.92	141.42	139.87	140.52
11/13/04	145.61	138.3	126.08	135.36	133	151.05	168.91	136.14	177.79	151.7	130.48	129	122.34	142.24	138.93	140.48
11/20/04	145.83	138.9	126.08	135.44	133	151.2	168.54	135.78	177.45	152.2	130.67	130	125.13	143.09	138.58	140.63
11/27/04	147.84	138.6	126.11	136.21	133	150.76	170.21	136.12	174.73	152.7	131.93	132	126.28	143.65	138.81	140.85
12/04/04	148.1	138.9	126.12	135.01	133	150.75	171.51	135.99	168.46	151.3	137.07	134	127.45	145.18	139.94	141.17
12/11/04	147.84	138.6	126.11	136.21	133	150.76	170.21	136.12	164.31	152.7	131.93	132	126.28	143.65	138.81	140.85
12/18/04	150.83	142.6	126.08	137.13	138	155.43	182	134.65	161.27	155.2	139.75	139	133.18	143.24	141.23	143.28
12/25/04	150.93	146.3	120.49	137.46	143	157.02	180.24	131.36	160.32	157.3	140.41	142	135.87	137.33	140.57	144.41
01/01/05	154.79	146.3	120.44	136.53	145	155.32	"NA"	131.01	158.57	156.5	140.48	142	"NA"	131.58	138.49	144.19
01/08/05	153.51	143	120.43	140	143	149.6	180.24	130.17	150.64	151.7	135.25	141	135.89	131.21	137.68	140.74
01/15/05	146.65	134.2	120.43	139.41	136	143.03	180.7	125.91	144.41	145.6	128.42	141	135.66	130.49	138.38	136.9
01/22/05	143.79	131.1	120.42	139.89	129	138.97	178.01	125.51	138.83	145.6	121.88	138	134.53	130.73	138.08	133.8
01/29/05	140.93	129.8	117.57	139.76	127	143.51	174.76	125.34	137.59	140.9	124.51	138	133.95	130.49	140.87	134.49
02/05/05	146.91	136.7	117.57	139.73	128	149.23	172.44	126.09	137.59	148.6	128.44	135	136.63	130.1	142	137.03
02/12/05	149.88	139.1	120.39	139.87	136	151.94	"NA"	126.84	141.49	"NA"	133.26	142	142.11	130.08	142.6	140.18
02/19/05	152.73	143.5	120.37	139.32	144	153.81	170.76	131.56	142.49	151.3	137.91	142	146.94	130.37	143.5	142.54
02/26/05	152.26	141.7	125.9	139.6	143	149.34	170.49	130.96	142.85	154.5	136.26	142	149.55	133.56	144.3	142.57
03/05/05	145.56	137	125.89	140.24	137	146.48	169.28	131.81	140.86	150.5	126.86	151	149.62	134.03	146.24	141.16
03/12/05	146.58	137.9	125.85	139.58	136	150.21	169.46	131.45	139.97	151.1	130.03	151	150.17	135.6	146.08	142.07
03/19/05	147.38	140.4	125.82	139.75	135	149.47	163.61	131.58	141.41	151.9	130.01	151	149.1	134.71	146.68	140.78
03/26/05	146.98	138.5	125.79	138.8	135	146.11	163.15	131.95	142.63	151.5	127.13	150	147.66	134.78	147.42	139.32
04/02/05	142.42	134.4	125.78	140.34	130	143.57	162.19	131.52	140.8	147.6	124.26	140	144.27	133.76	148.52	137
04/09/05	141.42	134.2	122.96	140.13	126	141.46	157.58	131.61	137.07	145.9	126.18	140	142.17	133.66	149.33	135.49
04/16/05	136.86	130.7	122.95	140.04	124	135.95	153.86	127.17	130.13	139.3	122.47	140	140.78	130.59	149.33	132.49
04/23/05	131.92	125.1	122.93	140.07	122	131.8	152.84	127.03	123.96	137.4	116.69	140	136.5	130.25	150.24	128.54
04/30/05	128.7	124.2	116.14	140.61	120	131.8	154.33	123.86	120.69	137.4	118.6	132	132.6	130.59	151.01	125.7
05/07/05	136.91	131.1	116.19	139.2	118	141.41	153.21	124.09	122.52	137.4	125.25	134	134.29	130.15	150.35	128.78
05/14/05	141.49	134.3	116.22	138.36	126	143.63	155.35	124.29	128.52	143.1	129.07	138	135.53	129.84	150	131.42
05/21/05	141.36	137.9	116.19	138.58	132	143.63	156.37	124.17	136.32	145	130.75	142	140.68	130.13	148.75	133.99
05/28/05	141.5	136.8	116.17	139.12	133	145.29	156.84	124.1	138.91	144.6	130.95	146	144.77	130.7	149.09	135.51
06/04/05	145.62	137.2	116.24	138.82	137	147.94	156.19	126.8	138.91	146.2	130.91	153	150.88	131.24	150.72	137.82
06/11/05	145.31	137.2	116.21	139.34	142	148.4	160.36	128.02	136.96	147.7	131.04	160	157.36	130.75	152.45	140.12
06/18/05	145.8	137.6	119.03	139.19	147	151.63	166.03	127.28	135.42	150.6	132.97	166	162.14	131.27	153.4	143.11
06/25/05	151.82	145.1	118.97	139.35	148	155.9	169.28	131.34	135.42	156.6	135.17	169	165.31	130.54	154.94	146
07/02/05	155.67	146.6	122.95	139.69	145	178.84	178.84	131.65	131.65	156.6	139.83	169	166.17	130.14	153.7	147.7
07/09/05	150.97	142.1	125.71	139.03	144	148.96	186.27	133.29	139.52	153.2	133.07	167	161.75	130.14	152.36	145.17
07/16/05	151.27	134.9	125.64	138.89	137	144.43	187.57	134.97	136.69	146.5	127.37	161	156.69	130.75	150.92	141.69
07/23/05	146.08	135.5	121.42	139.76	136	145.93	191.1	134.3	137.01	146.5	131.23	161	154.37	130.57	148.67	141.45
07/30/05	145.75	137.9	121.43	139.61	137	147.31	192.49	134.8	137.1	144.3	131.23	161	153.99	130.62	148.78	142.28
08/06/05	146.54	137.4	121.44	139.83	139	148.76	195.28	132.49	137.95	145.5	131.13	162	154.03	131.23	148.21	143.02
08/13/05	149.23	138.2	121.42	138.32	142	151.07	194.35	132.21	139.78	148.1	131.04	162	153.83	131.97	148.03	143.99
08/20/05	151.67	140.9	124.15	137.97	142	153.46	191.56	131.59	146.97	151.4	133.84	162	154.5	134.09	150.11	145.74
08/27/05	151.49	142.7	126.99	137.77	146	155.39	191.29	133.39	160.2	153.7	137.87	163	154.42	134.12	149.62	148.08
09/03/05	151.2	142.6	129.66	"NA"	144	154.03	191.29	133.97	163.42	154.1	138.59	163	"NA"	134.23	148.63	148.37
09/10/05	147.25	140.2	127.01	136.79	137	148.72	190.66	134.66	160.84	149.6	131.97	157	149.18	137.06	149.7	144.95
09/17/05	141.5	131.8	122.85	135.79	134	146.67	190.66	134.44	155.28	146.5	129.86	149	141.8	137.23	149.22	141.46
09/24/05	143.23	133.1	122.8	135.48	132	148.59	189.8	134.9	151.37	148.4	130.82	149	141.78	136.83	149.05	141.65
10/01/05	145.37	135.9	122.75	135.48	134	146.27	189.8	133.63	148.66	148	130.87	144	135.62	136.42	147.09	139.88
10/08/05	138.18	130.6	122.75	135.02	133	142.27	189.58	134.89	147.58	141.8	125.64	138	133.48	137.12	146.74	137.44
10/15/05	138.18	128.6	120.07	135	130	143.79	189.58	133.97	150.42	144	125.84	136	128.96	136.43	145.44	136.33
10/22/05	141.23	132	122.75	134.63	133	145.52	187.95	134.93	155.43	146.8	129.46	134	129.03	134.75	145.37	136.98
10/29/05	142.78	133.3	122.78	134.2	133	146.62	188.5	134.36	157.7	146.8	133.22	134	128.22	137.13	146.04	132.4
11/05/05	142.78	132	122.78	134.2	132	146.62	188.5	134.36	157	146.8	133.22	134	128.22	137.13	146.04	132.4
11/12/05	141.17	131.5	122.76	134.2	131	145.54	191.01	132.69	151.45	146	130.55	135	126.04	135.97	146.12	135.7
11/19/05	141.45	131.8	122.84	134.39	133	147.07	191.01	132.06	149.23	148	131.25	135	128.81	135.98	145.8	135.91
11/26/05	141.26	132.6	125.61	134.55	134	147.09	193.42	132.94	143.51	148	132.18	140	133.24	137.08	144.72	136.63
12/03/05	143.32	132.7	125.69	134.25	134	147.89	197.14	132.94	139.99	148	132.18	145	135.64	138.58	145.43	137.71
12/10/05	145.14	135.1	122.95	133.59	134	150.87	197.6	133.39	138.87	150.7	132.31	146	136.77	140.43	146.26	138.72
12/17/05	149.92	138.7	122.94	134.51	135	154.38	197.6	133.56	138.87	154.6	137.91	148	139.6	138.58	146.92	140.62
12/24/05	150.16	141.9	122.84	134.96	132	153.19	197.49	133.02	138.87	154	137.87	151	142.05	133.16	146.09	140.59
12/31/05	150.16	137.6	120.11	136.02	138	153.19	197.99	133.27	139.5	148.3	132.05	151	142.52	146.09	144.25	140.25
01/07/06	140.61	128	120.09	135.2	138	138.93	197.04	132.41	140.25	124.41	124.41	152	142.46	131.66	143.65	136.47
01/14/06	135.63	122.8	115.96	133.59	135	138.93	195.84	129.61	144.3	137.5	124.41	152	142.33	131.85	142.75	134.6
01/21/06	138.3	125.8	113.25	133.69	129	142.2	196.79	130.77	152.66	142.3	125.24	152	143.28	132.18	143.14	135.41
01/28/06	144.55	133.4	115.91	133.61	132	146.09	196.76	129.59	163.07	146.2	125.24	152	146.07	132.73	142.85	138.23
02/04/06	147.14	133.2	118.7	134.27	134	145.87	196.76	129.79	168.02	146.6	121.72	156	150.18	132.53	143.58	139.3
02/11/06	140.36	128.9	118.7	132.99	134	142.14	196.76	129.21	166.26	142.8	121.94	156	152.7	132.48	143.24	138.36
02/18/06	142.86	129.1	118.7	132.89	133	142.96	196.39	129.51	162.23	143.7	126.65	157	154.29	131.5	143.13	138.79
02/25/06	142.28	131.4	116.31	132.57	136	143.29	196.39	130.53	155.96	144.8	126.69	157	154.25	131.04	143.56	138.5
03/04/06	142.43	130.4	118.74	132.42	140	144.46	196.39	131.51	154.3	144.6	128.6	157	154.15	130.17	142.83	139.3
03/11/06	145.32	133.6	118.72	132.2	143	147.21	196.39	130.31	153.75	147.4	132.34	157	154.44	130.2	142.17	140.27
03/18/06	145.8	136.1	121.43	132.06	145	150.5	196.63	131.85	155.98	150.1	132.34	157	155.18	130.32	141.06	141.79
03/25/06	149.84	139.7	124.1	132.22	145	152.78	196	131.79	157.44	154.6	137.88	160	155.64	130.66	140.24	143.72
04/01/06	149.24	141	124.1	131.93	145	153.45	196.39	134.78	157.31	154.9	140.69	159	156.79	129.91	140.52	144.03
04/08/06	149.22	139.5	126.9	131.52	143	152.62	196.39	134.54	153.98	153.9	138	159	155.7	130.3	139.87	142.87
04/15/06	149.23	140.9	126.9	132.53	137	153.03	195.09	135.23	152.04	154.3	134.05	159	154.68	131.54	141.31	141.84
04/22/06	146.51	137.3	126.93	132.13	134	149.32	195.09	135.23	150	150.4	132.02	159	154.72	131.66	141.4	140.8
04/29/06	146.51	137.3	126.93	132.13	134	149.32	195.09	135.23	147	150.4	132.02	159	154.72	131.66	141.4	140.8
05/06/06	145.5	137.8	126.98	132.21	133	148.92	195.46	135.97	145.5	150	133	159	155.15	131.65	142.28	140.79
05/13/06	146.25	138	127	130.66	132	149.55	195.46	136.16	144	150.5	133.07	159	155.57	131.22	144.24	140.83
05/20/06	146.25	138	127	130.66	132	149.55	195.46	136.16	145	150.5	133.07	159	155.57	131.22	144.24	140.83
05/27/06	149.73	140.9	129.68	131.76	133	154.36	193.42	136.07	144	151.4	137.06	167	162.64	131.68	145.07	143.12
06/03/06	154.02	143.5	129.66	131.56	136	157.99	194.35	139.98	143.84	152	139.82	171	165.95	132.17	144.77	145.75
06/10/06	157.77	154.2	132.47	131.12	143	162.41	191.75	139.9	152.02	162.3	144.41	175	169.53	132.92	145.87	149.77
06/17/06	157.77	154.2	132.47	131.12	143	162.41	191.75	139.9	152.02	162.3	144.41	175	169.53	132.92	145.87	149.77
06/24/06	166.39	158.6	135.21	130.71	156	170.56	189.43	143.37	163.59	171.6	155.88	182	175.21	133.04	148.89	156.41
07/01/06	164.21	145.8	137.81	131.01	157	164.1	190.64	146.18	159.95	163.6	144.72	185	176.46	142.74	150.08	155.72
07/08/06	163.86	154	137.85	131.05	160	165.98	190	144.88	163.15	165.8	150.18	185	176.53	133.24	148.95	156.72
07/15/06	164.21	150.5	137.81	130.8	155	166.88	191.01	144.7	155.25	167.1	148.26	184	176.49	143.74	151.28	156.46
07/22/06	164.05	152	135.12	131.55	156	169.66	189.8	145.14	160.3	166.5	148.47	184	175.97	143.53	152.68	157.33
07/29/06	168.45	155.9	135.1	131.92	157	172.76	190.08	144.85	165.52	173.1	150.38	183	175.82	143.8	153.6	159.53
08/05/06	167.85	160.3	137.78	131.74	157	174.88	189.15	144.95	166	175.9	150.4	183	175.87	143.7	154.98	160.72
